latency_ns
1576649
1998537
2789609
2880339
2864768
2994835
3901324
3515871
5240796
4008994
5048694
5546623
4491930
7034848
5791699
4186619
5369485
5733868
5408332
4538176
5255184
7292837
7000023
6084358
6132626
6912223
7617371
5478493
4915091
6954325
7691919
6589509
2712071
7169907
4806023
7689359
3169808
5178935
3598952
6796470
7575316
2081054
6250341
3337171
8977796
3475649
6196172
3113275
3271016
8465139
12058101
10111989
4117008
4007718
5287194
4044758
5932878
3796085
9698553
4483177
7579232
4995297
5074843
5559310
4867369
4636093
9421156
8914522
9378987
8835273
6884076
7559937
7416589
7954454
8892388
10425737
10537859
10533791
12982358
11397412
11362614
12928015
10883227
11217921
10904413
13350231
11116699
11401261
12653724
14362691
14525211
17801795
14176250
12831695
14987810
12392157
15103829
16270703
19742996
14899479
17866396
15065674
16195225
15419099
12790854
16278453
11041277
16511465
16905277
11483796
11737343
12050513
13107596
11784736
12058745
13080731
10471243
13234741
10854371
14683040
11205522
17520813
11873479
10910913
18393435
14186941
13455948
11518936
11020144
10183652
10625272
10871601
11655556
18357687
13920328
12768179
13951789
13652375
14198381
13160494
12201398
26701348
23631488
14428336
14491249
12788372
13295611
11755525
9860903
13676785
17933073
11361002
11911257
20661368
11376468
10357538
10194574
13839131
14578756
10582159
11025904
15441069
16726697
9706808
18154442
8630918
11343473
22930867
15347734
9303932
12462858
10474214
10116762
9125056
9296153
14009220
14187236
7991410
10702554
12541615
12089289
9046056
11565293
9109947
9813319
8465160
8562942
11503552
11291912
7450151
7600267
7191149
7160468
7424714
10107711
7765532
14366825
7831060
9811404
10367913
12878263
13765983
8904340
7171052
8413939
7645891
9583332
9667465
9181289
11994087
9456872
9277001
8555971
9900082
8787174
11181427
10811211
10916469
8717813
9962595
16397679
11376998
17253499
22398656
9629267
18111934
8965894
9154455
6809095
10764604
12886675
12285998
8443677
10796638
11802077
6653609
6735819
11355188
8885200
18705538
8726607
8011193
11863150
5435245
8332345
6593093
3453384
6385328
4421951
6083866
21311628
15261384
2469911
2668546
14386652
2631432
3167616
6109331
2966265
6394776
6833289
10361151
15040336
11020548
2551564
2728206
2860376
2820424
5252620
3834791
3911629
3383636
4163858
4707764
6063028
4753457
3773203
3692730
5223656
10340693
4029824
3938701
3771496
4416320
5868236
5178513
12040916
4616190
4622033
8075354
4295131
4550173
5143447
5057921
6712196
8962661
7825594
6752835
5460281
5727940
6871995
12063713
10478582
6750547
8889958
10477428
13126451
15023197
10991019
12300813
15586921
10134490
10276046
11535218
10543572
7974058
11254366
12956307
14384858
9570462
17496850
15073999
15598234
16093616
17065589
9131993
12789211
13093647
13928830
14389418
14139966
17693298
14464925
20199178
15003032
13527532
29388905
15537838
19660152
19212244
13900557
25402543
16596411
13312262
13453442
21435432
17228141
4503431
27552351
6839849
6990733
18882042
3869480
5275070
17296366
5245049
6350427
29867466
4535569
4177556
5742522
4343164
6725320
4938091
4733329
5879243
8000529
2213536
3974330
10160610
5679880
2583977
3907271
2415813
3046284
2627422
2234263
6386935
4478266
8908628
4922694
33931376
8126919
7835788
4735358
1293651
1092428
1674161
9523046
8717073
3083658
2671794
1936439
10020917
4250200
9882242
1750605
1635125
10623460
2568448
6260427
3139469
3572225
1994742
4499020
1699315
5044379
3167650
4923461
2901040
5966170
3380620
3295653
2577410
4381283
4077352
2775938
5159689
2992632
7834472
7179854
2654831
2786085
2853017
2377825
3714921
2816418
3405206
5534919
5076961
4386000
3449926
4682485
5378434
4074013
4867826
6902106
6219598
4100855
1959871
4035054
4483626
4600515
4246611
4809067
6419625
7821621
6932549
9312675
6251004
9837485
10369625
9731284
10572834
7556868
9271911
8214957
7960641
9033298
9781544
9248324
9686572
9609676
8966157
11188444
9979579
12691520
13297635
11675911
11670289
12651038
12804791
13191174
14184221
16977464
10885256
15654214
11514479
15345829
13584742
13251907
13460441
12863211
12321075
11411126
12060960
10417961
11837488
10126495
12211483
9848196
8980446
10491385
15347664
8800864
9485358
14396988
13635710
9848265
10089831
9941470
15901532
18500006
12652597
9585328
22725442
11443954
9862558
9974222
10633657
15416065
12207538
10493987
11814537
11948315
15958403
14793135
11751720
14464437
14116459
16661384
13763974
17957939
11518378
12552448
11747671
12843248
12312809
10283635
13730370
14196214
12024987
17587922
28892035
11651508
11623578
14945877
11959420
14656033
15251685
16259151
20514641
12990083
10479656
10340333
17882185
11592901
17069730
13489498
11559667
12079218
12854853
13224535
11522754
13107366
10370801
11932508
10144942
13789434
9116400
16472163
9819077
16430278
17996691
10803648
11301765
12407411
11447883
15114708
11121800
10453567
13229729
15392309
22249964
14753699
12260900
14689203
12155674
9793392
15181601
21544441
9136626
10601517
10207321
13669762
15979519
10204187
10212747
13336681
10311094
10313845
7969679
10054446
8156889
10420055
10936693
10919342
9943650
2120957
22151798
17607275
6247928
10659560
6851397
10528051
11371046
10657874
17035256
22820806
11862412
9736794
2663507
6185621
10947195
21195176
3719252
7800492
2524441
13149612
21683651
2292518
19552856
2945533
6661196
2547495
7911100
2368297
11680322
15336672
12066104
14713908
4259662
2306595
2618856
2477923
7185438
5913998
7372024
8849587
6742489
7634604
11451444
13535237
6033603
3227346
4060530
4285844
8770158
4964018
14060489
5635999
8367091
11224144
9527513
9689911
10806674
11004740
11506985
11787869
12627960
11865828
12543401
14162531
14057268
13793974
13527978
19413082
17565192
18505388
22267190
21038605
21633930
13980608
10399330
34052949
36490129
31575719
21709888
31778072
35785513
21389529
26166092
36831203
25999128
24817243
21748681
24181590
18225550
17613545
2799638
24726398
21998076
15542563
33339220
39556594
15866653
14851933
36550317
36186423
15404584
6418654
15619750
6477666
4809571
5073447
7171835
7066699
2468863
3921841
3996711
17349993
4658921
4003553
4010461
3877449
4010613
6982739
7781009
6968140
8205534
5725567
6521132
5344936
6548701
8176817
5253660
41414134
5814615
5108877
35543344
8046820
7470327
5646056
8564316
6180696
6958021
6863142
6628114
7389143
6752869
6438773
8040798
12931735
6174731
5317622
5612791
5129949
4863780
4880420
11153625
12533338
5317654
8196724
12570005
9740034
9821290
8192126
8892600
7221303
8993111
9243021
8121308
8067235
8376903
8662894
8749608
11093316
8963475
9839016
11115394
10285986
11826452
11472473
16168104
12552258
13258479
16557373
13227549
18731538
13054925
12812001
13114606
25936353
16715543
13245005
17383023
12678226
14477401
12026503
12357715
21193559
19908096
13371177
12030637
21911877
11807363
11907862
11980741
15043295
14529222
21289998
19204464
17928590
19936573
10427576
9703059
11211080
9143504
14272085
9246392
11892133
8061575
12949472
9791671
13760141
14096717
9842144
9994248
9159172
10684124
17500542
9999168
10552307
8629114
8444345
12084926
8736680
9196930
10371464
10707106
10789455
10579360
9462121
13714308
11198099
13665466
10750360
10881183
11166622
15456215
13234211
15925242
20289238
13869432
13042568
13678223
16245605
14061764
17727412
15541762
14636073
14689432
14752357
14741455
10921869
14555979
14281075
19732389
8316782
12145816
24324874
15090259
11574075
8875660
20148298
15207952
9483189
13454076
5781725
7448197
1778592
5858923
20425746
9373580
28375769
19621534
2211840
7877908
14186342
6210486
7715189
2146098
2924163
2914993
4976672
27776222
5241774
3029340
16616462
2050619
2287711
3404953
3411843
3463394
5146826
2956269
24337723
5700835
6724919
2962401
11961419
5480643
5093117
11369174
5656318
9849466
3431809
4681403
7875481
4106335
5457053
3809055
7218235
4526948
5510680
3485455
6097835
12268504
6892758
9016845
5100552
7646917
5489342
9424495
3321048
5291535
6774577
5123226
2637481
4869950
2928556
5350146
12021582
3247662
6038085
4719361
3235829
4393270
3990258
3399954
3626824
3766755
2106778
4671777
5011142
6123906
5347077
3467159
3514407
6081690
3877706
2653076
3895873
7975348
4269162
3058142
4077499
3643136
2818722
5971963
4314909
9531393
5063410
7594772
3861712
7165671
7512308
4129140
3342025
2291376
6980966
7007375
6131311
5195296
5106681
4632253
5146626
4104933
5167792
5886319
6131485
8176818
8064788
5049955
6149121
7004862
7277820
4774963
6004227
5335957
5850772
4794517
8350389
10705153
7315082
7414668
8127630
7951604
7914205
12814488
8830445
15194377
9596621
11247005
11595402
9103401
14222883
13161309
12367212
18070027
12966091
12620854
13781849
13607691
12941715
10043226
13178125
14078826
13806929
14417594
7403872
7176896
8092574
9136896
18571621
7844977
7865561
16996887
8323477
20380261
7783900
16446847
7881739
3639936
7824610
5307102
8350240
4026698
9656576
22313273
6748188
6783508
11541812
7360414
12992901
6721627
7813970
6384190
7150434
7561326
7675264
9588903
7583118
7742329
7427240
10003892
8048087
9009480
17021696
8903832
8510998
8071930
9970346
8879833
8552387
9232889
5300890
5508321
5407336
11325584
5916676
6488959
6466025
5975110
14013834
6231978
6270496
6252020
12683824
8076623
8418198
17533788
18354861
10499317
18264819
10668920
10913131
14688760
10366596
12344471
12535262
11934783
12621176
11308604
13201211
13092228
11737772
18917650
10862049
14238877
15152747
18606598
14216185
14552462
17319908
12520217
12606944
9483707
10397454
11861266
9274603
11799427
9568056
8021012
8748987
8250685
6443277
5984958
6220381
9989382
12140759
17492684
7762457
12285681
7696346
8716920
7807536
7749921
8058620
9289871
9799545
11300290
8743016
9190583
9684839
9610104
