latency_ns
3544796
1061717
8835650
8363008
10007134
10848484
11100433
10197864
11132606
10624467
12179523
13669760
11730803
12057080
12630905
15898478
19252296
17229113
13700812
22336833
20849271
19020654
24710789
19842808
19517289
19678237
20077828
28103525
28725754
21963281
22348980
22749006
22814325
28750915
23880354
29963994
24860266
33091164
27757066
34079950
23058541
21565704
19273088
17911475
27660370
29928739
28165367
34425662
25881784
23329511
29304249
18610209
18609794
18965347
18095161
22143454
18354752
15302587
16894739
17566661
18368268
27287533
20264742
21324212
17460980
17353342
16924951
16327512
26882589
21887593
16254999
26669504
19851104
32435561
22465003
25969549
23180269
24771702
22695351
23388284
23133049
19775629
21969360
21478834
44123611
32997111
3915015
4008389
21320905
14021097
17744100
22641722
5523883
16452213
3940633
4805546
6330684
15016106
14064991
4171188
14716896
5375416
19634018
19151253
23727129
5732839
16355737
6012497
33934862
6029805
5676581
4289345
18082870
6672618
6564776
38275165
13875758
13616963
5960457
13206844
10706675
42540146
23907603
8024357
5757624
31136975
7440226
3138568
7644991
9057835
3517626
9778152
8814627
14251697
6550753
5076506
11181609
4965009
6433837
8796990
5915742
10213841
12932435
4965543
7040743
8133112
8806415
17143551
9582966
5383482
7719500
9060792
11086505
9180002
11015313
12807540
8760299
9865985
10645109
18827139
9265857
21745968
10011178
15056041
27522207
12557443
15323855
13240543
7955076
6253966
16340772
14579571
11529334
12752208
2250956
9342093
13452426
9461944
5240226
9173390
13668386
3100469
8928629
2248844
20306346
3049970
10303999
2335946
10280714
4368977
6849797
594475
2883615
20106527
4160693
2219656
11146405
2465718
12247672
5060007
10056629
5876385
4656966
4079064
3743971
4181296
11229852
22953823
2755708
6784770
11914975
2290573
7546806
4854511
6778939
9717096
5108707
5919994
5836374
13271789
3211211
3993429
5851963
7162965
4360024
6916511
6061950
18518058
7263616
6079867
7474515
7458708
8892751
7142587
7827721
2857212
5658100
6622861
10891494
5156970
4496181
7788917
2858242
7084754
7135175
7950342
4012029
5901848
7447162
5417088
983395
7147325
6889938
12362104
11817662
11263406
14930469
9496518
12094897
13073714
8357424
8441407
9411442
11039952
9562811
9994498
10054447
9682345
15962638
14466900
17172084
17182392
11757547
12683312
13067304
12702030
13003162
20674222
23188138
6937582
19745224
22453951
7487884
22537761
20696328
25079347
24415323
24510112
24603762
23475586
